State,Year,Quarter,District,Registered_users,App_opens
assam,2022,2,Darrang,102100,9668329
assam,2022,2,Kamrup Metropolitan,810057,6849699
assam,2022,2,Hailakandi,81807,4370640
assam,2022,2,Barpeta,253194,11738056
assam,2022,2,Goalpara,131350,8334994
assam,2022,2,Biswanath,76698,9502503
assam,2022,2,Jorhat,163307,7886769
assam,2022,3,Tinsukia,199942,29277292
assam,2022,3,Lakhimpur,134167,21009628
assam,2022,3,Kamrup,221721,17825113
assam,2022,3,Kokrajhar,92019,12322852
assam,2022,3,Karbi Anglong,87673,13894716
assam,2022,3,Sivasagar,114163,7826176
assam,2022,3,Dibrugarh,234149,23974651
assam,2022,3,South Salmara Mancachar,43159,2606041
assam,2022,3,Nagaon,300653,16159981
assam,2022,3,Dhubri,154896,12516285
assam,2022,3,Golaghat,148419,20170917
assam,2022,3,Udalguri,87984,17883415
assam,2022,3,Majuli,20640,3375101
assam,2022,3,Sonitpur,235752,20172502
assam,2022,3,Hojai,96394,12294216
assam,2022,3,Marigaon,131985,8112239
assam,2022,3,Chirang,55020,12567113
assam,2022,3,Cachar,257370,11770680
assam,2022,3,Nalbari,102232,8684415
assam,2022,3,West Karbi Anglong,19543,4377609
assam,2022,3,Dhemaji,103193,13855931
assam,2022,3,Karimganj,135721,9580499
assam,2022,3,Bongaigaon,121477,10130192
assam,2022,3,Dima Hasao,36162,5936531
assam,2022,3,Baksa,113700,15925684
assam,2022,3,Charaideo,61141,9596987
assam,2022,3,Darrang,107920,11849039
assam,2022,3,Kamrup Metropolitan,854019,8071434
assam,2022,3,Hailakandi,86454,5088713
assam,2022,3,Barpeta,267667,12753203
assam,2022,3,Goalpara,138786,10801509
assam,2022,3,Biswanath,80965,11000845
assam,2022,3,Jorhat,171824,9349198
assam,2022,4,Tinsukia,209247,8688971
assam,2022,4,Lakhimpur,139753,6388636
assam,2022,4,Kamrup,231849,11925388
assam,2022,4,Kokrajhar,95812,4612537
assam,2022,4,Karbi Anglong,91420,4792698
assam,2022,4,Sivasagar,118956,4937903
assam,2022,4,Dibrugarh,244755,9691098
assam,2022,4,South Salmara Mancachar,45335,2537488
assam,2022,4,Nagaon,314901,14572115
assam,2022,4,Dhubri,162126,8948191
assam,2022,4,Golaghat,154556,6462185
assam,2022,4,Udalguri,91414,4463261
assam,2022,4,Majuli,21428,882103
assam,2022,4,Sonitpur,246327,12282291
assam,2022,4,Hojai,101076,5126769
assam,2022,4,Marigaon,138147,6304091
assam,2022,4,Chirang,57336,2868861
assam,2022,4,Cachar,269556,12466379
assam,2022,4,Nalbari,106762,4782164
assam,2022,4,West Karbi Anglong,20258,991480
assam,2022,4,Dhemaji,107602,5325778
assam,2022,4,Karimganj,141959,6787339
assam,2022,4,Bongaigaon,127238,6467548
assam,2022,4,Dima Hasao,37773,1908040
assam,2022,4,Baksa,118160,5908860
assam,2022,4,Charaideo,63748,2668891
assam,2022,4,Darrang,112770,6468559
assam,2022,4,Kamrup Metropolitan,897245,40938571
assam,2022,4,Hailakandi,90713,4724399
assam,2022,4,Barpeta,280479,15643110
assam,2022,4,Goalpara,145213,7184842
assam,2022,4,Biswanath,84425,4159326
assam,2022,4,Jorhat,179437,6871285
assam,2024,1,Tinsukia,259521,75625342
assam,2024,1,Lakhimpur,174858,63843235
assam,2024,1,Kamrup,288710,59228124
assam,2024,1,Kokrajhar,119832,62681868
assam,2024,1,Karbi Anglong,113975,54040626
assam,2024,1,Sivasagar,148391,20282086
assam,2024,1,Dibrugarh,302007,77309972
assam,2024,1,South Salmara Mancachar,57194,18895857
assam,2024,1,Nagaon,392625,55499880
assam,2024,1,Dhubri,202576,52440370
assam,2024,1,Golaghat,192763,54373052
assam,2024,1,Udalguri,114587,54113310
assam,2024,1,Majuli,26866,8243521
assam,2024,1,Sonitpur,304871,84734829
assam,2024,1,Hojai,125540,25830605
assam,2024,1,Marigaon,172898,27046236
assam,2024,1,Chirang,71942,55257707
assam,2024,1,Cachar,334056,37836069
assam,2024,1,Nalbari,132565,32555304
assam,2024,1,West Karbi Anglong,25513,23706345
assam,2024,1,Dhemaji,134064,43777795
assam,2024,1,Karimganj,176626,36115766
assam,2024,1,Bongaigaon,158662,21517242
assam,2024,1,Dima Hasao,46923,33236522
assam,2024,1,Baksa,148269,39200088
assam,2024,1,Charaideo,79777,12151050
assam,2024,1,Darrang,141177,52972649
assam,2024,1,Kamrup Metropolitan,1092571,18531284
assam,2024,1,Hailakandi,112961,24561651
assam,2024,1,Barpeta,348707,47535673
assam,2024,1,Goalpara,182003,36199591
assam,2024,1,Biswanath,105545,44686035
assam,2024,1,Jorhat,221581,26979648
assam,2024,2,Tinsukia,269522,89440983
assam,2024,2,Lakhimpur,181983,86466056
assam,2024,2,Kamrup,300373,56818489
assam,2024,2,Kokrajhar,124463,65862182
assam,2024,2,Karbi Anglong,118573,60930051
assam,2024,2,Sivasagar,154585,23445066
assam,2024,2,Dibrugarh,313699,90677820
assam,2024,2,South Salmara Mancachar,59558,21704316
assam,2024,2,Nagaon,408632,54657060
assam,2024,2,Dhubri,210719,79586829
assam,2024,2,Golaghat,200568,74926733
assam,2024,2,Udalguri,118951,52936788
assam,2024,2,Majuli,27940,8579454
assam,2024,2,Sonitpur,316789,149855897
assam,2024,2,Hojai,130781,40931937
assam,2024,2,Marigaon,180029,55265903
assam,2024,2,Chirang,74768,56175695
assam,2024,2,Cachar,347107,56049409
assam,2024,2,Nalbari,137930,44596785
assam,2024,2,West Karbi Anglong,26520,45052764
assam,2024,2,Dhemaji,139189,51110425
assam,2024,2,Karimganj,183636,29934162
assam,2024,2,Bongaigaon,164998,26269641
assam,2024,2,Dima Hasao,48764,21509067
assam,2024,2,Baksa,154130,49560810
assam,2024,2,Charaideo,82847,22016040
assam,2024,2,Darrang,146887,96900974
assam,2024,2,Kamrup Metropolitan,1134211,17430973
assam,2024,2,Hailakandi,117597,17423475
assam,2024,2,Barpeta,362595,66182088
assam,2024,2,Goalpara,189310,43402002
assam,2024,2,Biswanath,109784,47470572
assam,2024,2,Jorhat,230436,25103422
assam,2024,3,Tinsukia,350223,38137220
assam,2024,3,Lakhimpur,290248,42088501
assam,2024,3,Kamrup,503346,42656057
assam,2024,3,Kokrajhar,255663,44460844
assam,2024,3,Karbi Anglong,170316,51458526
assam,2024,3,Sivasagar,187005,13066697
assam,2024,3,Dibrugarh,373759,34947179
assam,2024,3,Nagaon,558602,22366689
assam,2024,3,Dhubri,457560,5814054
assam,2024,3,Golaghat,298006,30491544
assam,2024,3,Udalguri,194174,30394828
assam,2024,3,Morigaon,295397,22746242
assam,2024,3,Majuli,34078,10238380
assam,2024,3,Sonitpur,360775,56506978
assam,2024,3,Bajali,44812,1946254
assam,2024,3,Hojai,304206,4938879
assam,2024,3,Chirang,149747,27330609
assam,2024,3,Cachar,503200,44104964
assam,2024,3,Nalbari,202544,13696079
assam,2024,3,West Karbi Anglong,49093,49212320
assam,2024,3,Dhemaji,199331,32922879
assam,2024,3,Karimganj,290336,16853741
assam,2024,3,Bongaigaon,264567,9086135
assam,2024,3,Dima Hasao,74539,48860907
assam,2024,3,Baksa,175320,4961881
assam,2024,3,Charaideo,115111,3545578
assam,2024,3,Darrang,284355,8609982
assam,2024,3,Kamrup Metropolitan,1334268,25405646
assam,2024,3,Hailakandi,175224,14231653
assam,2024,3,South Salmara Mankachar,170969,8408224
assam,2024,3,Barpeta,540352,23938218
assam,2024,3,Goalpara,350819,30889452
assam,2024,3,Biswanath,211420,22810691
assam,2024,3,Jorhat,268659,16171068
assam,2024,3,Tamulpur,60754,1917207
assam,2024,4,Tinsukia,363224,27960821
assam,2024,4,Lakhimpur,301901,24508610
assam,2024,4,Kamrup,522595,35775642
assam,2024,4,Kokrajhar,266931,20085894
assam,2024,4,Karbi Anglong,177347,12926349
assam,2024,4,Sivasagar,193924,12734641
assam,2024,4,Dibrugarh,387487,27182266
assam,2024,4,Nagaon,580140,52351334
assam,2024,4,Dhubri,473943,33152079
assam,2024,4,Golaghat,309656,24425031
assam,2024,4,Udalguri,202018,16368051
assam,2024,4,Morigaon,307064,28579525
assam,2024,4,Majuli,35623,2236602
assam,2024,4,Sonitpur,374004,33232903
assam,2024,4,Bajali,46620,1715699
assam,2024,4,Hojai,316203,24243977
assam,2024,4,Chirang,156141,13444282
assam,2024,4,Cachar,522779,40758350
assam,2024,4,Nalbari,209698,19616237
assam,2024,4,West Karbi Anglong,51555,6905987
assam,2024,4,Dhemaji,207473,14743273
assam,2024,4,Karimganj,301739,21153524
assam,2024,4,Bongaigaon,274361,17693417
assam,2024,4,Dima Hasao,77541,5002313
assam,2024,4,Baksa,183275,13173520
assam,2024,4,Charaideo,119529,7018973
assam,2024,4,Darrang,295373,20218693
assam,2024,4,Kamrup Metropolitan,1380871,83334109
assam,2024,4,Hailakandi,182431,14789107
assam,2024,4,South Salmara Mankachar,176145,14874152
assam,2024,4,Barpeta,558059,42787398
assam,2024,4,Goalpara,363792,24764277
assam,2024,4,Biswanath,220053,18111673
assam,2024,4,Jorhat,277958,14834201
assam,2024,4,Tamulpur,63474,4466549
assam,2023,1,Tinsukia,219077,40115013
assam,2023,1,Lakhimpur,146560,30457042
assam,2023,1,Kamrup,242982,26113435
assam,2023,1,Kokrajhar,100303,19872351
assam,2023,1,Karbi Anglong,95739,19148924
assam,2023,1,Sivasagar,124732,10615221
assam,2023,1,Dibrugarh,256050,30073892
assam,2023,1,South Salmara Mancachar,47683,6127028
assam,2023,1,Nagaon,330283,20574666
assam,2023,1,Dhubri,170279,18132442
assam,2023,1,Golaghat,161948,26574993
assam,2023,1,Udalguri,95812,23871398
assam,2023,1,Majuli,22458,5992451
assam,2023,1,Sonitpur,258067,30546943
assam,2023,1,Hojai,105945,13898317
assam,2023,1,Marigaon,144934,10945875
assam,2023,1,Chirang,60134,19619538
assam,2023,1,Cachar,282643,19883444
assam,2023,1,Nalbari,111929,12159155
assam,2023,1,West Karbi Anglong,21265,6408483
assam,2023,1,Dhemaji,112754,19705203
assam,2023,1,Karimganj,148828,15817111
assam,2023,1,Bongaigaon,133489,13993373
assam,2023,1,Dima Hasao,39528,9959440
assam,2023,1,Baksa,124070,25692141
assam,2023,1,Charaideo,66846,14369720
assam,2023,1,Darrang,118372,18138646
assam,2023,1,Kamrup Metropolitan,938802,9200094
assam,2023,1,Hailakandi,95220,8693542
assam,2023,1,Barpeta,294210,20512705
assam,2023,1,Goalpara,152321,14570317
assam,2023,1,Biswanath,88588,15699577
assam,2023,1,Jorhat,187799,12693841
assam,2023,2,Tinsukia,228972,44603291
assam,2023,2,Lakhimpur,153714,33915476
assam,2023,2,Kamrup,254290,30922758
assam,2023,2,Kokrajhar,105192,21194562
assam,2023,2,Karbi Anglong,100241,18126872
assam,2023,2,Sivasagar,130487,12983443
assam,2023,2,Dibrugarh,267326,27003545
assam,2023,2,South Salmara Mancachar,50054,7390206
assam,2023,2,Nagaon,345756,23821016
assam,2023,2,Dhubri,178594,20746998
assam,2023,2,Golaghat,169790,31887534
assam,2023,2,Udalguri,100715,24946523
assam,2023,2,Majuli,23562,5911513
assam,2023,2,Sonitpur,269578,27748524
assam,2023,2,Hojai,110816,16385311
assam,2023,2,Marigaon,151771,14419082
assam,2023,2,Chirang,63080,20252008
assam,2023,2,Cachar,295315,22642668
assam,2023,2,Nalbari,117138,14827382
assam,2023,2,West Karbi Anglong,22322,8178211
assam,2023,2,Dhemaji,118120,18644431
assam,2023,2,Karimganj,155758,14770232
assam,2023,2,Bongaigaon,139630,15436337
assam,2023,2,Dima Hasao,41378,9768270
assam,2023,2,Baksa,130264,26633419
assam,2023,2,Charaideo,70025,19494149
assam,2023,2,Darrang,124149,23891152
assam,2023,2,Kamrup Metropolitan,975409,10291917
assam,2023,2,Hailakandi,99676,12253103
assam,2023,2,Barpeta,307888,24119497
assam,2023,2,Goalpara,159697,17263931
assam,2023,2,Biswanath,92859,19143829
assam,2023,2,Jorhat,196116,17452483
assam,2023,3,Tinsukia,239058,51022057
assam,2023,3,Lakhimpur,160471,45985004
assam,2023,3,Kamrup,265357,38346090
assam,2023,3,Kokrajhar,110080,35992196
assam,2023,3,Karbi Anglong,104784,34498189
assam,2023,3,Sivasagar,136241,13086792
assam,2023,3,Dibrugarh,278740,52247851
assam,2023,3,South Salmara Mancachar,52380,10212674
assam,2023,3,Nagaon,360999,37811403
assam,2023,3,Dhubri,186435,32844357
assam,2023,3,Golaghat,177250,41449634
assam,2023,3,Udalguri,105214,32082491
assam,2023,3,Majuli,24611,5257124
assam,2023,3,Sonitpur,281112,45875124
assam,2023,3,Hojai,115657,25287556
assam,2023,3,Marigaon,158451,24814112
assam,2023,3,Chirang,65998,30789237
assam,2023,3,Cachar,308182,23961554
assam,2023,3,Nalbari,122081,20513320
assam,2023,3,West Karbi Anglong,23398,13519596
assam,2023,3,Dhemaji,123363,28025817
assam,2023,3,Karimganj,162640,26785202
assam,2023,3,Bongaigaon,145804,21295658
assam,2023,3,Dima Hasao,43160,13892143
assam,2023,3,Baksa,136080,38631709
assam,2023,3,Charaideo,73222,23549167
assam,2023,3,Darrang,129710,41955515
assam,2023,3,Kamrup Metropolitan,1014178,12110048
assam,2023,3,Hailakandi,104063,17547081
assam,2023,3,Barpeta,321557,35656605
assam,2023,3,Goalpara,167049,35859977
assam,2023,3,Biswanath,96868,31732430
assam,2023,3,Jorhat,204393,20212200
assam,2023,4,Tinsukia,248429,17947350
assam,2023,4,Lakhimpur,167096,15794802
assam,2023,4,Kamrup,276067,25845292
assam,2023,4,Kokrajhar,114440,13750462
assam,2023,4,Karbi Anglong,108934,11762810
assam,2023,4,Sivasagar,141853,11632384
assam,2023,4,Dibrugarh,289409,19181994
assam,2023,4,South Salmara Mancachar,54609,13855399
assam,2023,4,Nagaon,375835,39881315
assam,2023,4,Dhubri,193881,26044285
assam,2023,4,Golaghat,184416,15461014
assam,2023,4,Udalguri,109420,12236271
assam,2023,4,Majuli,25684,1686462
assam,2023,4,Sonitpur,291996,27175802
assam,2023,4,Hojai,120199,11056902
assam,2023,4,Marigaon,165177,16104820
assam,2023,4,Chirang,68633,8450267
assam,2023,4,Cachar,320070,28050880
assam,2023,4,Nalbari,126977,11327199
assam,2023,4,West Karbi Anglong,24422,2733988
assam,2023,4,Dhemaji,128232,12131639
assam,2023,4,Karimganj,169249,15295556
assam,2023,4,Bongaigaon,151750,13164085
assam,2023,4,Dima Hasao,44886,3858547
assam,2023,4,Baksa,141506,13322763
assam,2023,4,Charaideo,76164,5375217
assam,2023,4,Darrang,135028,16894251
assam,2023,4,Kamrup Metropolitan,1050970,63033857
assam,2023,4,Hailakandi,108213,9827592
assam,2023,4,Barpeta,334209,31271792
assam,2023,4,Goalpara,173830,18770709
assam,2023,4,Biswanath,100861,10494512
assam,2023,4,Jorhat,212335,14621737
assam,2019,1,Tinsukia,51108,0
assam,2019,1,Lakhimpur,31154,0
assam,2019,1,Kamrup,54910,0
assam,2019,1,Kokrajhar,21029,0
assam,2019,1,Karbi Anglong,20131,0
assam,2019,1,Sivasagar,28059,0
assam,2019,1,Dibrugarh,62656,0
assam,2019,1,South Salmara Mancachar,8674,0
assam,2019,1,Nagaon,66306,0
assam,2019,1,Dhubri,36652,0
assam,2019,1,Golaghat,34918,0
assam,2019,1,Udalguri,19336,0
assam,2019,1,Majuli,4861,0
assam,2019,1,Sonitpur,62218,0
assam,2019,1,Hojai,23708,0
assam,2019,1,Marigaon,26319,0
assam,2019,1,Chirang,11867,0
assam,2019,1,Cachar,64241,0
assam,2019,1,Nalbari,24925,0
assam,2019,1,West Karbi Anglong,3720,0
assam,2019,1,Dhemaji,24052,0
assam,2019,1,Karimganj,29208,0
assam,2019,1,Bongaigaon,29773,0
assam,2019,1,Dima Hasao,7915,0
assam,2019,1,Baksa,24926,0
assam,2019,1,Charaideo,15161,0
assam,2019,1,Darrang,27070,0
assam,2019,1,Kamrup Metropolitan,255112,0
assam,2019,1,Hailakandi,20697,0
assam,2019,1,Barpeta,67729,0
assam,2019,1,Goalpara,33006,0
assam,2019,1,Biswanath,19050,0
assam,2019,1,Jorhat,48594,0
assam,2019,2,Tinsukia,60548,283819
assam,2019,2,Lakhimpur,38140,171210
assam,2019,2,Kamrup,65883,353221
assam,2019,2,Kokrajhar,25095,120739
assam,2019,2,Karbi Anglong,24186,115110
assam,2019,2,Sivasagar,33791,143808
assam,2019,2,Dibrugarh,74342,328867
assam,2019,2,South Salmara Mancachar,10692,58308
assam,2019,2,Nagaon,79322,381734
assam,2019,2,Dhubri,43396,201797
assam,2019,2,Golaghat,42168,177570
assam,2019,2,Udalguri,23656,109522
assam,2019,2,Majuli,6014,27261
assam,2019,2,Sonitpur,73717,367930
assam,2019,2,Hojai,28419,131855
assam,2019,2,Marigaon,31422,172117
assam,2019,2,Chirang,14323,71919
assam,2019,2,Cachar,76533,332069
assam,2019,2,Nalbari,30036,136170
assam,2019,2,West Karbi Anglong,4626,22384
assam,2019,2,Dhemaji,29292,132321
assam,2019,2,Karimganj,35478,147310
assam,2019,2,Bongaigaon,35569,171730
assam,2019,2,Dima Hasao,9658,55650
assam,2019,2,Baksa,30435,144736
assam,2019,2,Charaideo,18223,83612
assam,2019,2,Darrang,32039,141959
assam,2019,2,Kamrup Metropolitan,299219,1650827
assam,2019,2,Hailakandi,24737,93387
assam,2019,2,Barpeta,80544,465607
assam,2019,2,Goalpara,38784,195857
assam,2019,2,Biswanath,23128,117521
assam,2019,2,Jorhat,56713,242399
assam,2019,3,Tinsukia,68999,940075
assam,2019,3,Lakhimpur,43745,580514
assam,2019,3,Kamrup,75174,1202400
assam,2019,3,Kokrajhar,28222,410393
assam,2019,3,Karbi Anglong,27576,388526
assam,2019,3,Sivasagar,38799,495555
assam,2019,3,Dibrugarh,84029,1106406
assam,2019,3,South Salmara Mancachar,12313,196200
assam,2019,3,Nagaon,100993,1357385
assam,2019,3,Dhubri,48953,674502
assam,2019,3,Golaghat,48408,622326
assam,2019,3,Udalguri,27337,380596
assam,2019,3,Majuli,6865,92041
assam,2019,3,Sonitpur,83930,1274025
assam,2019,3,Hojai,32322,442802
assam,2019,3,Marigaon,45437,613396
assam,2019,3,Chirang,16353,257049
assam,2019,3,Cachar,88048,1168889
assam,2019,3,Nalbari,34518,464062
assam,2019,3,West Karbi Anglong,5535,80298
assam,2019,3,Dhemaji,33556,463218
assam,2019,3,Karimganj,41329,492814
assam,2019,3,Bongaigaon,40554,601208
assam,2019,3,Dima Hasao,11373,190991
assam,2019,3,Baksa,35085,504197
assam,2019,3,Charaideo,20638,284649
assam,2019,3,Darrang,36124,498460
assam,2019,3,Kamrup Metropolitan,340588,5813918
assam,2019,3,Hailakandi,28317,319292
assam,2019,3,Barpeta,92001,1577070
assam,2019,3,Goalpara,44056,703191
assam,2019,3,Biswanath,26488,380892
assam,2019,3,Jorhat,63858,816333
assam,2019,4,Tinsukia,76944,1015570
assam,2019,4,Lakhimpur,49491,616172
assam,2019,4,Kamrup,84609,1278995
assam,2019,4,Kokrajhar,32148,460273
assam,2019,4,Karbi Anglong,31228,424320
assam,2019,4,Sivasagar,43561,522021
assam,2019,4,Dibrugarh,93614,1152765
assam,2019,4,South Salmara Mancachar,14211,222989
assam,2019,4,Nagaon,114296,1357393
assam,2019,4,Dhubri,54923,713290
assam,2019,4,Golaghat,54950,666975
assam,2019,4,Udalguri,31160,395736
assam,2019,4,Majuli,7711,94343
assam,2019,4,Sonitpur,93662,1375822
assam,2019,4,Hojai,36550,468480
assam,2019,4,Marigaon,51825,607080
assam,2019,4,Chirang,18613,269863
assam,2019,4,Cachar,98890,1236647
assam,2019,4,Nalbari,38957,498791
assam,2019,4,West Karbi Anglong,6422,83505
assam,2019,4,Dhemaji,38177,500330
assam,2019,4,Karimganj,47162,535115
assam,2019,4,Bongaigaon,45540,630254
assam,2019,4,Dima Hasao,12935,198193
assam,2019,4,Baksa,40329,544230
assam,2019,4,Charaideo,23256,302692
assam,2019,4,Darrang,40457,506992
assam,2019,4,Kamrup Metropolitan,373761,5975606
assam,2019,4,Hailakandi,32200,336955
assam,2019,4,Barpeta,103248,1619152
assam,2019,4,Goalpara,49622,744226
assam,2019,4,Biswanath,29959,407200
assam,2019,4,Jorhat,70809,837474
assam,2021,1,Tinsukia,134067,2143049
assam,2021,1,Lakhimpur,89104,1325230
assam,2021,1,Kamrup,147671,2614237
assam,2021,1,Kokrajhar,60046,1036755
assam,2021,1,Karbi Anglong,58026,956752
assam,2021,1,Sivasagar,76308,1075274
assam,2021,1,Dibrugarh,158509,2426854
assam,2021,1,South Salmara Mancachar,28055,607318
assam,2021,1,Nagaon,200243,2994542
assam,2021,1,Dhubri,101643,1703849
assam,2021,1,Golaghat,98520,1406442
assam,2021,1,Udalguri,57387,831716
assam,2021,1,Majuli,13653,176811
assam,2021,1,Sonitpur,158555,2787968
assam,2021,1,Hojai,64551,1015612
assam,2021,1,Marigaon,87679,1270339
assam,2021,1,Chirang,35753,592778
assam,2021,1,Cachar,172056,2636232
assam,2021,1,Nalbari,68299,956420
assam,2021,1,West Karbi Anglong,12746,194808
assam,2021,1,Dhemaji,68744,1087691
assam,2021,1,Karimganj,89969,1410799
assam,2021,1,Bongaigaon,80711,1460791
assam,2021,1,Dima Hasao,24303,430143
assam,2021,1,Baksa,74652,1191235
assam,2021,1,Charaideo,40563,604727
assam,2021,1,Darrang,71026,1138633
assam,2021,1,Kamrup Metropolitan,589688,11775050
assam,2021,1,Hailakandi,57052,926680
assam,2021,1,Barpeta,177789,3597728
assam,2021,1,Goalpara,91082,1791107
assam,2021,1,Biswanath,53382,909069
assam,2021,1,Jorhat,116616,1675725
assam,2021,2,Tinsukia,144571,6040471
assam,2021,2,Lakhimpur,96165,4453376
assam,2021,2,Kamrup,159018,4519000
assam,2021,2,Kokrajhar,65062,2506976
assam,2021,2,Karbi Anglong,62752,2453415
assam,2021,2,Sivasagar,82266,1990635
assam,2021,2,Dibrugarh,170604,5005943
assam,2021,2,South Salmara Mancachar,30377,1109538
assam,2021,2,Nagaon,215750,4792054
assam,2021,2,Dhubri,109873,3218064
assam,2021,2,Golaghat,106454,3724195
assam,2021,2,Udalguri,62273,3070414
assam,2021,2,Majuli,14758,588818
assam,2021,2,Sonitpur,170519,4854061
assam,2021,2,Hojai,69441,2391622
assam,2021,2,Marigaon,94605,2380734
assam,2021,2,Chirang,38690,2437016
assam,2021,2,Cachar,185350,3369557
assam,2021,2,Nalbari,73631,1920860
assam,2021,2,West Karbi Anglong,13811,851063
assam,2021,2,Dhemaji,74111,2895465
assam,2021,2,Karimganj,97106,2365477
assam,2021,2,Bongaigaon,86972,2874996
assam,2021,2,Dima Hasao,26183,1080139
assam,2021,2,Baksa,80839,3052533
assam,2021,2,Charaideo,43764,1920960
assam,2021,2,Darrang,76790,2740857
assam,2021,2,Kamrup Metropolitan,630676,7599247
assam,2021,2,Hailakandi,61575,1536439
assam,2021,2,Barpeta,191700,5672255
assam,2021,2,Goalpara,98459,3288085
assam,2021,2,Biswanath,57664,2749171
assam,2021,2,Jorhat,125247,2550454
assam,2021,3,Tinsukia,156657,7972511
assam,2021,3,Lakhimpur,104585,5715864
assam,2021,3,Kamrup,172652,6027040
assam,2021,3,Kokrajhar,71086,3533843
assam,2021,3,Karbi Anglong,68242,3232899
assam,2021,3,Sivasagar,89129,2391302
assam,2021,3,Dibrugarh,184280,6497593
assam,2021,3,South Salmara Mancachar,33080,1313938
assam,2021,3,Nagaon,233909,6279942
assam,2021,3,Dhubri,119554,4251017
assam,2021,3,Golaghat,115666,4870071
assam,2021,3,Udalguri,68048,4295164
assam,2021,3,Majuli,16073,735694
assam,2021,3,Sonitpur,184448,6272172
assam,2021,3,Hojai,75318,3271673
assam,2021,3,Marigaon,102617,3259608
assam,2021,3,Chirang,42198,3662908
assam,2021,3,Cachar,200721,4477178
assam,2021,3,Nalbari,79951,2543151
assam,2021,3,West Karbi Anglong,15112,1125289
assam,2021,3,Dhemaji,80553,3662523
assam,2021,3,Karimganj,105371,3339273
assam,2021,3,Bongaigaon,94320,3627538
assam,2021,3,Dima Hasao,28350,1562973
assam,2021,3,Baksa,88112,4106577
assam,2021,3,Charaideo,47576,2507021
assam,2021,3,Darrang,83547,3725044
assam,2021,3,Kamrup Metropolitan,677223,10475091
assam,2021,3,Hailakandi,66975,2030120
assam,2021,3,Barpeta,207997,7386911
assam,2021,3,Goalpara,107173,4401050
assam,2021,3,Biswanath,62778,3494701
assam,2021,3,Jorhat,135179,3240952
assam,2021,4,Tinsukia,168240,4571817
assam,2021,4,Lakhimpur,112578,3052330
assam,2021,4,Kamrup,185421,6175246
assam,2021,4,Kokrajhar,76692,2507680
assam,2021,4,Karbi Anglong,73615,2344797
assam,2021,4,Sivasagar,95808,2321592
assam,2021,4,Dibrugarh,197521,5149894
assam,2021,4,South Salmara Mancachar,35734,1369487
assam,2021,4,Nagaon,251340,7349395
assam,2021,4,Dhubri,128621,4376764
assam,2021,4,Golaghat,124410,3059708
assam,2021,4,Udalguri,73549,2143715
assam,2021,4,Majuli,17302,400595
assam,2021,4,Sonitpur,198091,6507485
